,state,estimated_population,last_available_confirmed,new_deaths
88956,BA,14930634.0,13000,14
88697,BA,14930634.0,12557,23
88448,BA,14930634.0,11941,14
88204,BA,14930634.0,11197,36
87968,BA,14930634.0,11013,14
87735,BA,14930634.0,8881,17
87509,BA,14930634.0,8443,9
87289,BA,14930634.0,8314,5
87069,BA,14930634.0,8128,19
86850,BA,14930634.0,6955,26
86649,BA,14930634.0,6547,11
86460,BA,14930634.0,6204,11
86274,BA,14930634.0,5808,12
86095,BA,14930634.0,5558,6
85917,BA,14930634.0,5174,13
94083,BA,14930634.0,28715,31
94921,BA,14930634.0,32685,38
108329,BA,14930634.0,105763,47
95340,BA,14930634.0,33891,38
107491,BA,14930634.0,101186,55
107072,BA,14930634.0,98319,51
106653,BA,14930634.0,95536,61
106234,BA,14930634.0,91954,48
105815,BA,14930634.0,88279,61
105396,BA,14930634.0,87048,57
104977,BA,14930634.0,85485,49
104558,BA,14930634.0,82314,54
104139,BA,14930634.0,79349,45
103720,BA,14930634.0,76485,49
103301,BA,14930634.0,73307,53
102882,BA,14930634.0,69467,52
102463,BA,14930634.0,68495,51
102044,BA,14930634.0,65244,55
101625,BA,14930634.0,56422,41
101206,BA,14930634.0,54291,60
100787,BA,14930634.0,51931,50
100368,BA,14930634.0,49084,50
99949,BA,14930634.0,47086,50
99530,BA,14930634.0,46279,41
99111,BA,14930634.0,45304,45
98692,BA,14930634.0,43922,42
98273,BA,14930634.0,41577,41
97854,BA,14930634.0,40926,41
97435,BA,14930634.0,39206,36
97016,BA,14930634.0,37620,40
96597,BA,14930634.0,36401,36
96178,BA,14930634.0,35788,30
95759,BA,14930634.0,34665,26
85748,BA,14930634.0,4818,18
85583,BA,14930634.0,4528,5
85419,BA,14930634.0,4301,14
85258,BA,14930634.0,4040,5
81946,BA,14930634.0,267,1
81909,BA,14930634.0,246,0
81874,BA,14930634.0,217,0
81841,BA,14930634.0,176,1
81814,BA,14930634.0,156,1
81789,BA,14930634.0,127,0
81767,BA,14930634.0,123,0
81746,BA,14930634.0,108,0
81726,BA,14930634.0,91,0
81707,BA,14930634.0,79,0
81691,BA,14930634.0,63,0
81678,BA,14930634.0,55,0
81668,BA,14930634.0,41,0
81660,BA,14930634.0,34,0
81652,BA,14930634.0,31,0
81645,BA,14930634.0,27,0
81640,BA,14930634.0,14,0
81635,BA,14930634.0,10,0
81631,BA,14930634.0,9,0
81628,BA,14930634.0,7,0
81625,BA,14930634.0,7,0
81622,BA,14930634.0,3,0
81620,BA,14930634.0,3,0
81618,BA,14930634.0,2,0
81616,BA,14930634.0,2,0
81614,BA,14930634.0,2,0
81612,BA,14930634.0,2,0
81610,BA,14930634.0,1,0
206375,BA,14930634.0,694783,112
81984,BA,14930634.0,290,3
82028,BA,14930634.0,336,1
82078,BA,14930634.0,401,2
83357,BA,14930634.0,1504,1
85100,BA,14930634.0,3734,13
84944,BA,14930634.0,3566,5
84789,BA,14930634.0,3315,6
84638,BA,14930634.0,3140,11
84495,BA,14930634.0,2867,6
84354,BA,14930634.0,2676,7
84214,BA,14930634.0,2564,10
84078,BA,14930634.0,2356,9
83949,BA,14930634.0,2248,2
83821,BA,14930634.0,2116,5
83698,BA,14930634.0,1979,5
83581,BA,14930634.0,1845,9
83467,BA,14930634.0,1645,5
83251,BA,14930634.0,1377,2
82132,BA,14930634.0,437,1
83148,BA,14930634.0,1249,5
83051,BA,14930634.0,1200,4
82956,BA,14930634.0,1064,2
82865,BA,14930634.0,967,6
82775,BA,14930634.0,884,2
82689,BA,14930634.0,776,4
82608,BA,14930634.0,723,1
82531,BA,14930634.0,674,0
82457,BA,14930634.0,640,2
82384,BA,14930634.0,616,0
82314,BA,14930634.0,568,1
82248,BA,14930634.0,515,4
82186,BA,14930634.0,462,4
107910,BA,14930634.0,104188,53
94502,BA,14930634.0,30481,27
108748,BA,14930634.0,106891,52
127184,BA,14930634.0,245021,65
131793,BA,14930634.0,271255,31
131374,BA,14930634.0,270177,37
234448,BA,14930634.0,930593,74
130955,BA,14930634.0,268137,41
130536,BA,14930634.0,265739,47
234867,BA,14930634.0,932031,81
130117,BA,14930634.0,262299,54
235286,BA,14930634.0,936275,91
129279,BA,14930634.0,256727,53
128860,BA,14930634.0,256062,42
235705,BA,14930634.0,940584,92
128441,BA,14930634.0,254790,59
128022,BA,14930634.0,250977,65
127603,BA,14930634.0,247853,62
126765,BA,14930634.0,240939,70
132212,BA,14930634.0,271963,35
236124,BA,14930634.0,944724,121
236543,BA,14930634.0,948753,115
126346,BA,14930634.0,237208,76
236962,BA,14930634.0,952796,92
125927,BA,14930634.0,236050,73
125508,BA,14930634.0,234204,75
125089,BA,14930634.0,229743,72
237381,BA,14930634.0,955350,63
124670,BA,14930634.0,228596,74
124251,BA,14930634.0,224659,69
123832,BA,14930634.0,221041,67
237800,BA,14930634.0,957267,78
123413,BA,14930634.0,217115,69
238219,BA,14930634.0,961157,82
234029,BA,14930634.0,928437,94
233610,BA,14930634.0,925001,91
238638,BA,14930634.0,966268,77
137659,BA,14930634.0,295303,44
141430,BA,14930634.0,308252,49
141011,BA,14930634.0,306629,49
229839,BA,14930634.0,893276,104
140592,BA,14930634.0,306036,47
140173,BA,14930634.0,305186,49
139754,BA,14930634.0,303058,48
230258,BA,14930634.0,897273,93
139335,BA,14930634.0,301248,47
138916,BA,14930634.0,299415,49
230677,BA,14930634.0,900841,86
138497,BA,14930634.0,297805,46
231096,BA,14930634.0,905113,84
138078,BA,14930634.0,295996,48
231515,BA,14930634.0,907121,80
137240,BA,14930634.0,294210,40
132631,BA,14930634.0,272814,41
136821,BA,14930634.0,292019,49
231934,BA,14930634.0,909912,89
136402,BA,14930634.0,289655,47
232353,BA,14930634.0,913020,82
135983,BA,14930634.0,287685,45
135564,BA,14930634.0,285448,41
135145,BA,14930634.0,283235,38
134726,BA,14930634.0,282517,49
232772,BA,14930634.0,916951,85
134307,BA,14930634.0,281665,46
133888,BA,14930634.0,279509,48
133469,BA,14930634.0,277327,44
233191,BA,14930634.0,920422,83
133050,BA,14930634.0,275088,40
122994,BA,14930634.0,216030,68
129698,BA,14930634.0,259418,51
122575,BA,14930634.0,214379,67
118385,BA,14930634.0,179737,58
117966,BA,14930634.0,175389,54
117547,BA,14930634.0,171391,52
240733,BA,14930634.0,984967,71
117128,BA,14930634.0,170476,55
116709,BA,14930634.0,168926,54
241152,BA,14930634.0,989909,107
116290,BA,14930634.0,166154,72
115871,BA,14930634.0,161630,70
115452,BA,14930634.0,157334,51
115033,BA,14930634.0,153313,43
114614,BA,14930634.0,149109,45
122156,BA,14930634.0,210993,69
114195,BA,14930634.0,148179,42
113776,BA,14930634.0,146399,44
113357,BA,14930634.0,142767,52
112938,BA,14930634.0,138358,56
112519,BA,14930634.0,133245,52
112100,BA,14930634.0,126844,45
111681,BA,14930634.0,123292,51
111262,BA,14930634.0,122169,47
110843,BA,14930634.0,120238,55
110424,BA,14930634.0,118657,45
110005,BA,14930634.0,116373,55
109586,BA,14930634.0,112993,54
109167,BA,14930634.0,110029,49
240314,BA,14930634.0,983587,65
205956,BA,14930634.0,689454,114
120061,BA,14930634.0,193029,54
239057,BA,14930634.0,971450,74
120899,BA,14930634.0,198767,56
119642,BA,14930634.0,191401,56
118804,BA,14930634.0,183690,53
239895,BA,14930634.0,980712,83
119223,BA,14930634.0,187892,54
120480,BA,14930634.0,194097,58
121737,BA,14930634.0,206955,98
239476,BA,14930634.0,976251,75
121318,BA,14930634.0,203020,37
2008390,SP,12325232.0,469657,24
1974099,SP,12325232.0,365670,44
1994803,SP,12325232.0,420939,17
2027153,SP,12325232.0,525595,25
1965041,SP,12325232.0,345445,45
2007743,SP,12325232.0,468893,59
1981216,SP,12325232.0,382030,0
2009037,SP,12325232.0,470125,8
1988980,SP,12325232.0,401718,0
2009684,SP,12325232.0,473263,71
1994156,SP,12325232.0,419996,73
1964394,SP,12325232.0,342822,37
1972158,SP,12325232.0,361182,5
2007096,SP,12325232.0,466172,51
1974746,SP,12325232.0,367666,63
2010331,SP,12325232.0,476299,62
1963747,SP,12325232.0,341340,4
1993509,SP,12325232.0,417221,70
2010978,SP,12325232.0,479512,49
2022624,SP,12325232.0,512631,15
1976687,SP,12325232.0,371669,24
1987686,SP,12325232.0,395846,0
2020683,SP,12325232.0,508944,44
1965688,SP,12325232.0,346655,47
1966335,SP,12325232.0,347625,32
1995450,SP,12325232.0,421614,12
2006449,SP,12325232.0,462905,68
1970217,SP,12325232.0,356278,84
2000626,SP,12325232.0,442477,75
2001273,SP,12325232.0,445876,105
1980569,SP,12325232.0,382030,43
1999979,SP,12325232.0,439011,12
1969570,SP,12325232.0,354203,48
1970864,SP,12325232.0,358390,35
2001920,SP,12325232.0,448744,83
1999332,SP,12325232.0,438369,19
1968923,SP,12325232.0,352144,69
2002567,SP,12325232.0,450460,60
1972805,SP,12325232.0,361450,7
1998685,SP,12325232.0,437229,75
1971511,SP,12325232.0,360539,56
2003214,SP,12325232.0,453461,61
1996097,SP,12325232.0,424252,66
1968276,SP,12325232.0,349912,7
2003861,SP,12325232.0,454355,12
1967629,SP,12325232.0,349622,10
1998038,SP,12325232.0,434168,98
2004508,SP,12325232.0,454900,16
2005155,SP,12325232.0,456067,19
1966982,SP,12325232.0,349033,44
2005802,SP,12325232.0,459360,108
1973452,SP,12325232.0,363495,56
1985098,SP,12325232.0,391257,7
1957924,SP,12325232.0,330266,109
2014860,SP,12325232.0,491256,63
2025859,SP,12325232.0,524001,50
1958571,SP,12325232.0,330566,3
2014213,SP,12325232.0,488446,93
1983157,SP,12325232.0,387524,50
1988333,SP,12325232.0,401718,138
1979275,SP,12325232.0,377507,121
2012919,SP,12325232.0,485155,18
1991568,SP,12325232.0,407557,93
1990274,SP,12325232.0,404025,9
1997391,SP,12325232.0,430702,97
1976040,SP,12325232.0,371468,38
2016801,SP,12325232.0,498141,28
2024565,SP,12325232.0,519954,60
1957277,SP,12325232.0,328953,0
1977981,SP,12325232.0,372875,70
2021977,SP,12325232.0,511924,20
1961806,SP,12325232.0,336703,0
2018742,SP,12325232.0,501625,71
1990921,SP,12325232.0,404576,18
2016154,SP,12325232.0,495938,61
2013566,SP,12325232.0,485709,16
1959865,SP,12325232.0,333009,49
1984451,SP,12325232.0,390834,9
1955983,SP,12325232.0,325408,52
1996744,SP,12325232.0,427832,83
1986392,SP,12325232.0,392401,14
1983804,SP,12325232.0,389822,56
1959218,SP,12325232.0,330753,6
2023918,SP,12325232.0,517362,78
1963100,SP,12325232.0,341035,6
2020036,SP,12325232.0,506805,48
1978628,SP,12325232.0,372875,0
2021330,SP,12325232.0,511095,50
2019389,SP,12325232.0,504310,63
2011625,SP,12325232.0,481934,60
1960512,SP,12325232.0,334733,60
2018095,SP,12325232.0,499278,10
1992862,SP,12325232.0,413892,60
1989627,SP,12325232.0,403388,37
1982510,SP,12325232.0,385111,54
2015507,SP,12325232.0,493409,71
1975393,SP,12325232.0,369620,38
1977334,SP,12325232.0,371959,16
1962453,SP,12325232.0,340537,68
1961159,SP,12325232.0,336703,34
1956630,SP,12325232.0,327185,73
2017448,SP,12325232.0,498726,18
1985745,SP,12325232.0,391917,7
1981863,SP,12325232.0,382760,14
2012272,SP,12325232.0,484353,49
2025212,SP,12325232.0,522087,44
1979922,SP,12325232.0,379532,48
2026506,SP,12325232.0,524858,19
1992215,SP,12325232.0,410765,74
2023271,SP,12325232.0,514913,70
1987039,SP,12325232.0,395846,64
2040740,SP,12325232.0,582245,20
1833822,SP,12325232.0,7764,46
1835186,SP,12325232.0,10342,38
1839123,SP,12325232.0,20073,10
1838783,SP,12325232.0,19822,12
1915869,SP,12325232.0,271505,77
1916516,SP,12325232.0,272857,70
1917163,SP,12325232.0,274173,45
1838445,SP,12325232.0,19494,54
1917810,SP,12325232.0,274467,9
1838108,SP,12325232.0,19087,85
1918457,SP,12325232.0,274740,11
1919104,SP,12325232.0,276241,60
1837776,SP,12325232.0,18149,83
2060797,SP,12325232.0,695427,53
1837451,SP,12325232.0,16638,118
1919751,SP,12325232.0,277683,85
1837136,SP,12325232.0,15397,149
1836830,SP,12325232.0,13989,58
1920398,SP,12325232.0,279193,53
1836537,SP,12325232.0,13513,15
1836249,SP,12325232.0,13098,89
1921045,SP,12325232.0,280774,42
1921692,SP,12325232.0,282217,68
1922339,SP,12325232.0,282498,4
1922986,SP,12325232.0,282726,4
1835963,SP,12325232.0,11800,98
1923633,SP,12325232.0,284252,44
1835690,SP,12325232.0,11225,134
2060150,SP,12325232.0,693255,289
1835431,SP,12325232.0,10691,25
1924280,SP,12325232.0,285475,50
2061444,SP,12325232.0,699461,231
1915222,SP,12325232.0,270000,116
1839471,SP,12325232.0,21140,118
1909399,SP,12325232.0,257949,8
2063385,SP,12325232.0,704998,29
1843188,SP,12325232.0,31873,102
1904223,SP,12325232.0,247403,20
1904870,SP,12325232.0,247730,8
1905517,SP,12325232.0,250171,110
1906164,SP,12325232.0,252063,74
1906811,SP,12325232.0,254146,63
1907458,SP,12325232.0,256511,66
2062738,SP,12325232.0,703977,253
1908105,SP,12325232.0,256511,0
1842739,SP,12325232.0,30402,89
1908752,SP,12325232.0,257778,56
1842300,SP,12325232.0,28682,124
1841873,SP,12325232.0,27771,15
1914575,SP,12325232.0,268347,9
1841454,SP,12325232.0,27307,43
1910046,SP,12325232.0,260991,70
1910693,SP,12325232.0,262570,76
1911340,SP,12325232.0,265066,57
2062091,SP,12325232.0,699461,0
1911987,SP,12325232.0,266232,55
1912634,SP,12325232.0,267477,51
1841037,SP,12325232.0,26787,113
1913281,SP,12325232.0,267767,14
1840623,SP,12325232.0,25367,124
1840226,SP,12325232.0,24273,76
1839841,SP,12325232.0,23187,109
1913928,SP,12325232.0,267767,0
1924927,SP,12325232.0,286862,26
1925574,SP,12325232.0,288081,43
1831741,SP,12325232.0,1233,41
1834944,SP,12325232.0,9815,15
1833269,SP,12325232.0,6352,23
1937867,SP,12325232.0,302223,54
1938514,SP,12325232.0,303298,22
2054327,SP,12325232.0,663212,41
1939161,SP,12325232.0,303298,0
1939808,SP,12325232.0,305379,65
1833103,SP,12325232.0,6131,13
1940455,SP,12325232.0,305471,7
1832938,SP,12325232.0,5982,25
1832782,SP,12325232.0,5477,45
2053680,SP,12325232.0,661881,106
1941102,SP,12325232.0,305540,4
1941749,SP,12325232.0,306428,43
2053033,SP,12325232.0,660192,153
1832633,SP,12325232.0,4947,43
1832494,SP,12325232.0,4258,52
1942396,SP,12325232.0,307230,21
2052386,SP,12325232.0,656513,232
1832370,SP,12325232.0,3754,24
1832259,SP,12325232.0,3612,8
1832158,SP,12325232.0,3496,26
2051739,SP,12325232.0,652116,347
1832058,SP,12325232.0,3202,22
1943043,SP,12325232.0,308077,18
2051092,SP,12325232.0,647445,181
1831967,SP,12325232.0,2815,20
1831883,SP,12325232.0,2418,23
1943690,SP,12325232.0,309507,19
2050445,SP,12325232.0,642322,378
2054974,SP,12325232.0,667097,323
1937220,SP,12325232.0,301209,8
1936573,SP,12325232.0,301021,6
2057562,SP,12325232.0,683309,207
2059503,SP,12325232.0,689351,223
1926221,SP,12325232.0,289185,46
1926868,SP,12325232.0,289308,9
1834707,SP,12325232.0,9668,14
2058856,SP,12325232.0,685365,45
1927515,SP,12325232.0,289466,3
1928162,SP,12325232.0,290839,61
1928809,SP,12325232.0,292067,64
1834476,SP,12325232.0,9428,43
2058209,SP,12325232.0,684239,22
1834249,SP,12325232.0,8744,40
1929456,SP,12325232.0,293210,67
1930103,SP,12325232.0,294135,43
1930750,SP,12325232.0,295234,51
1935926,SP,12325232.0,300905,4
1931397,SP,12325232.0,295234,0
1834031,SP,12325232.0,7908,45
2056915,SP,12325232.0,679586,196
1932044,SP,12325232.0,295234,0
1932691,SP,12325232.0,296593,71
1933338,SP,12325232.0,296593,0
2056268,SP,12325232.0,675330,291
1933985,SP,12325232.0,298405,94
1934632,SP,12325232.0,299277,38
1935279,SP,12325232.0,300487,30
1833621,SP,12325232.0,6705,56
1833439,SP,12325232.0,6418,11
2055621,SP,12325232.0,671169,227
1903576,SP,12325232.0,246492,67
1902929,SP,12325232.0,242589,73
1902282,SP,12325232.0,241764,102
1901635,SP,12325232.0,240115,61
1868971,SP,12325232.0,125012,23
1854022,SP,12325232.0,69347,111
2076325,SP,12325232.0,751114,0
1869598,SP,12325232.0,127119,136
1870226,SP,12325232.0,129328,96
2075678,SP,12325232.0,751114,108
1870855,SP,12325232.0,134984,112
2075031,SP,12325232.0,748382,119
1871487,SP,12325232.0,137074,109
1853466,SP,12325232.0,66777,121
1872119,SP,12325232.0,137762,118
2074384,SP,12325232.0,745134,111
1872752,SP,12325232.0,139871,24
2073737,SP,12325232.0,742629,181
1873385,SP,12325232.0,140231,13
2073090,SP,12325232.0,739821,219
1874019,SP,12325232.0,142502,109
1874653,SP,12325232.0,144573,121
1852917,SP,12325232.0,64443,139
2072443,SP,12325232.0,736880,17
1852370,SP,12325232.0,61126,24
1875287,SP,12325232.0,146739,100
1851829,SP,12325232.0,60131,41
2071796,SP,12325232.0,736342,38
1875923,SP,12325232.0,149431,125
1876559,SP,12325232.0,151365,87
2071149,SP,12325232.0,735057,178
1851288,SP,12325232.0,58619,123
1850748,SP,12325232.0,55741,158
2076972,SP,12325232.0,753368,44
1868346,SP,12325232.0,124105,21
1867721,SP,12325232.0,122759,102
1862178,SP,12325232.0,98530,138
1855152,SP,12325232.0,73861,96
1855723,SP,12325232.0,74796,19
1856295,SP,12325232.0,75699,17
1856870,SP,12325232.0,78026,136
1857448,SP,12325232.0,80457,159
1858033,SP,12325232.0,83076,125
1858620,SP,12325232.0,85622,123
1859210,SP,12325232.0,88025,119
1859801,SP,12325232.0,91198,24
1860392,SP,12325232.0,93448,29
1860986,SP,12325232.0,97676,167
1861581,SP,12325232.0,98132,140
2082148,SP,12325232.0,769766,0
2081501,SP,12325232.0,769766,14
2077619,SP,12325232.0,755989,190
1862784,SP,12325232.0,105407,158
2080854,SP,12325232.0,768868,99
1863393,SP,12325232.0,105591,116
1864003,SP,12325232.0,106540,16
2080207,SP,12325232.0,764790,0
1864615,SP,12325232.0,107731,17
2079560,SP,12325232.0,764790,118
1865231,SP,12325232.0,110214,179
1865852,SP,12325232.0,113261,92
2078913,SP,12325232.0,761886,131
1866474,SP,12325232.0,117311,119
2078266,SP,12325232.0,758819,182
1867097,SP,12325232.0,121163,86
1877196,SP,12325232.0,152806,36
2070502,SP,12325232.0,733059,143
1877833,SP,12325232.0,154013,19
1895822,SP,12325232.0,214329,8
1847068,SP,12325232.0,42973,114
1890666,SP,12325232.0,200444,15
2065326,SP,12325232.0,715625,160
1891310,SP,12325232.0,200705,10
1891954,SP,12325232.0,203279,58
1846556,SP,12325232.0,41451,103
1892598,SP,12325232.0,206102,104
1893242,SP,12325232.0,209559,103
1893887,SP,12325232.0,211469,103
1894532,SP,12325232.0,213507,73
1895177,SP,12325232.0,214094,14
1846052,SP,12325232.0,39466,106
2064679,SP,12325232.0,712523,177
1845556,SP,12325232.0,37640,173
1889378,SP,12325232.0,197560,79
1896467,SP,12325232.0,217244,114
1845067,SP,12325232.0,36188,21
1897112,SP,12325232.0,224140,90
1844591,SP,12325232.0,35931,43
1897758,SP,12325232.0,231203,142
1844119,SP,12325232.0,35429,118
1898404,SP,12325232.0,233987,110
1899050,SP,12325232.0,235519,29
2064032,SP,12325232.0,708635,244
1899696,SP,12325232.0,235866,13
1900342,SP,12325232.0,236163,20
1900988,SP,12325232.0,237934,75
1843650,SP,12325232.0,33992,78
1890022,SP,12325232.0,199674,70
1888735,SP,12325232.0,193684,74
2069855,SP,12325232.0,730546,100
1882315,SP,12325232.0,166348,21
1878473,SP,12325232.0,158802,105
1879113,SP,12325232.0,160326,115
1850211,SP,12325232.0,52719,132
2069208,SP,12325232.0,728146,145
1849679,SP,12325232.0,49264,135
1879753,SP,12325232.0,162242,134
2068561,SP,12325232.0,725547,178
1880393,SP,12325232.0,163624,111
1881033,SP,12325232.0,165094,74
2067914,SP,12325232.0,722823,35
1849151,SP,12325232.0,47554,136
1881674,SP,12325232.0,166073,8
2067267,SP,12325232.0,722173,162
2066620,SP,12325232.0,718661,0
1888092,SP,12325232.0,188827,78
1882956,SP,12325232.0,167801,121
1883597,SP,12325232.0,171119,105
1884238,SP,12325232.0,173710,73
2027800,SP,12325232.0,527515,102
1884879,SP,12325232.0,176190,58
1848627,SP,12325232.0,46204,21
1885521,SP,12325232.0,179115,49
1848105,SP,12325232.0,45527,43
1847586,SP,12325232.0,44887,139
1886163,SP,12325232.0,179777,17
1886806,SP,12325232.0,182027,19
2065973,SP,12325232.0,718661,116
1887449,SP,12325232.0,185708,77
1831808,SP,12325232.0,1885,18
1854584,SP,12325232.0,71453,130
1831611,SP,12325232.0,1044,9
2044622,SP,12325232.0,605059,32
2034270,SP,12325232.0,553751,86
1831289,SP,12325232.0,2,0
1952748,SP,12325232.0,319156,0
1831301,SP,12325232.0,6,0
2049151,SP,12325232.0,634456,60
1944337,SP,12325232.0,310693,32
1831304,SP,12325232.0,12,0
2030388,SP,12325232.0,538333,70
2043328,SP,12325232.0,599340,288
1831571,SP,12325232.0,899,9
1831291,SP,12325232.0,2,0
2045269,SP,12325232.0,606301,118
1831389,SP,12325232.0,259,2
1831481,SP,12325232.0,306,0
1831299,SP,12325232.0,6,0
1831458,SP,12325232.0,306,0
1948219,SP,12325232.0,316265,48
2034917,SP,12325232.0,556869,93
1831324,SP,12325232.0,44,0
1951454,SP,12325232.0,318533,54
1831370,SP,12325232.0,214,2
1947572,SP,12325232.0,315009,36
2047210,SP,12325232.0,628043,297
1831287,SP,12325232.0,2,0
2047857,SP,12325232.0,631786,248
2031682,SP,12325232.0,540750,65
1831353,SP,12325232.0,156,1
1831285,SP,12325232.0,1,0
1831343,SP,12325232.0,145,0
1831334,SP,12325232.0,62,0
1950807,SP,12325232.0,317533,1
2037505,SP,12325232.0,567617,108
2043975,SP,12325232.0,603049,277
1831329,SP,12325232.0,62,0
2045916,SP,12325232.0,611049,279
1954042,SP,12325232.0,319156,0
1946278,SP,12325232.0,312632,19
2033623,SP,12325232.0,550654,87
2032329,SP,12325232.0,544063,90
2038799,SP,12325232.0,575331,160
2031035,SP,12325232.0,539683,9
2042681,SP,12325232.0,595099,143
1831297,SP,12325232.0,3,0
2035564,SP,12325232.0,558514,34
1945631,SP,12325232.0,311301,1
1831310,SP,12325232.0,15,0
1944984,SP,12325232.0,311116,4
1831534,SP,12325232.0,722,35
1948866,SP,12325232.0,316970,16
1831295,SP,12325232.0,2,0
1831504,SP,12325232.0,306,0
1952101,SP,12325232.0,319156,55
1949513,SP,12325232.0,316970,0
2032976,SP,12325232.0,547384,93
1831320,SP,12325232.0,44,0
2028447,SP,12325232.0,530183,67
2049798,SP,12325232.0,635582,50
1953395,SP,12325232.0,319156,0
2041387,SP,12325232.0,586394,246
1831313,SP,12325232.0,18,0
1831316,SP,12325232.0,29,0
1955336,SP,12325232.0,324462,0
2036211,SP,12325232.0,559817,35
1831691,SP,12325232.0,1044,0
2048504,SP,12325232.0,633097,61
1831307,SP,12325232.0,15,0
1831283,SP,12325232.0,1,0
1946925,SP,12325232.0,313720,46
2036858,SP,12325232.0,563646,154
1950160,SP,12325232.0,317346,8
1954689,SP,12325232.0,319156,0
2038152,SP,12325232.0,571358,179
1831281,SP,12325232.0,1,0
1831412,SP,12325232.0,306,4
1831435,SP,12325232.0,306,0
2029741,SP,12325232.0,535617,74
2040093,SP,12325232.0,581013,16
2046563,SP,12325232.0,619397,291
2029094,SP,12325232.0,532755,63
2039446,SP,12325232.0,579380,116
1831293,SP,12325232.0,2,0
1831651,SP,12325232.0,1044,0
2042034,SP,12325232.0,590885,66
1224303,PR,11516840.0,655,2
1224381,PR,11516840.0,688,1
1325814,PR,11516840.0,535961,68
1244014,PR,11516840.0,34308,31
1304160,PR,11516840.0,297411,45
1304561,PR,11516840.0,300271,62
1282105,PR,11516840.0,191135,19
1224461,PR,11516840.0,750,4
1305363,PR,11516840.0,304220,38
1224895,PR,11516840.0,887,1
1305764,PR,11516840.0,308811,68
1242518,PR,11516840.0,28166,21
1224805,PR,11516840.0,845,2
1242889,PR,11516840.0,30570,36
1324611,PR,11516840.0,523990,40
1325012,PR,11516840.0,525860,112
1243637,PR,11516840.0,32769,25
1224716,PR,11516840.0,816,2
1224629,PR,11516840.0,803,6
1304962,PR,11516840.0,301510,12
1243261,PR,11516840.0,31459,32
1325413,PR,11516840.0,532689,77
1224543,PR,11516840.0,768,2
1326215,PR,11516840.0,540452,227
1224004,PR,11516840.0,466,4
1224225,PR,11516840.0,621,7
1303759,PR,11516840.0,293969,71
1329022,PR,11516840.0,562057,58
1300952,PR,11516840.0,269258,66
1246817,PR,11516840.0,45363,57
1223608,PR,11516840.0,160,1
1247218,PR,11516840.0,47124,54
1223573,PR,11516840.0,152,0
1329423,PR,11516840.0,564903,69
1223541,PR,11516840.0,137,0
1329824,PR,11516840.0,568350,60
1300551,PR,11516840.0,264821,47
1223516,PR,11516840.0,125,2
1330225,PR,11516840.0,569911,11
1223493,PR,11516840.0,106,0
1247619,PR,11516840.0,49405,46
1223474,PR,11516840.0,97,0
1330626,PR,11516840.0,571355,44
1300150,PR,11516840.0,261018,51
1223455,PR,11516840.0,70,0
1308972,PR,11516840.0,359892,198
1331027,PR,11516840.0,575284,116
1299749,PR,11516840.0,257438,26
1223438,PR,11516840.0,60,0
1223423,PR,11516840.0,54,0
1301353,PR,11516840.0,272984,35
1328621,PR,11516840.0,558770,49
1223647,PR,11516840.0,185,0
1327819,PR,11516840.0,551985,18
1326616,PR,11516840.0,543568,44
1224149,PR,11516840.0,550,2
1303358,PR,11516840.0,288546,28
1224075,PR,11516840.0,511,1
1244414,PR,11516840.0,35715,44
1327017,PR,11516840.0,547430,90
1302957,PR,11516840.0,285323,61
1327418,PR,11516840.0,549333,17
1302556,PR,11516840.0,280084,32
1244814,PR,11516840.0,37424,36
1223935,PR,11516840.0,445,3
1246416,PR,11516840.0,43582,44
1245214,PR,11516840.0,39512,47
1223868,PR,11516840.0,401,2
1302155,PR,11516840.0,277707,15
1223804,PR,11516840.0,307,1
1245614,PR,11516840.0,40797,38
1328220,PR,11516840.0,556304,93
1223746,PR,11516840.0,258,1
1246015,PR,11516840.0,42537,29
1223693,PR,11516840.0,229,0
1301754,PR,11516840.0,276185,29
1242151,PR,11516840.0,26304,43
1225547,PR,11516840.0,1096,2
1224993,PR,11516840.0,960,5
1229801,PR,11516840.0,2855,4
1231848,PR,11516840.0,4538,8
1231598,PR,11516840.0,4300,4
1231358,PR,11516840.0,4041,7
1314185,PR,11516840.0,408731,77
1231122,PR,11516840.0,3768,3
1230888,PR,11516840.0,3567,4
1230659,PR,11516840.0,3384,4
1314586,PR,11516840.0,412627,76
1230438,PR,11516840.0,3260,3
1230222,PR,11516840.0,3147,4
1230009,PR,11516840.0,2985,5
1314987,PR,11516840.0,416566,88
1229596,PR,11516840.0,2656,7
1313383,PR,11516840.0,401860,26
1315388,PR,11516840.0,418323,19
1229401,PR,11516840.0,2519,3
1315789,PR,11516840.0,419615,8
1229213,PR,11516840.0,2390,3
1316190,PR,11516840.0,421315,27
1316591,PR,11516840.0,423041,32
1316992,PR,11516840.0,427789,95
1229030,PR,11516840.0,2316,1
1228850,PR,11516840.0,2272,2
1228670,PR,11516840.0,2167,2
1228493,PR,11516840.0,2091,2
1228324,PR,11516840.0,2023,4
1313784,PR,11516840.0,404695,51
1232100,PR,11516840.0,4752,1
1317393,PR,11516840.0,430873,78
1235168,PR,11516840.0,8569,6
1237337,PR,11516840.0,12059,21
1309774,PR,11516840.0,370775,41
1237018,PR,11516840.0,11225,22
1310175,PR,11516840.0,374349,58
1310576,PR,11516840.0,376009,41
